president,num_rel,num_abs,year,exec_order_signed_date,title
Theodore Roosevelt,167,302A,1905,"March 10, 1905","Enlarging Lands Set Apart and Reserved for Navajo Indian Reservation, Utah"
Theodore Roosevelt,168,303,1905,"March 10, 1905",Authorizing Reinstatement of Catharine M. Gallagher to Classified Service Without Regard to Civil Service Rules
Theodore Roosevelt,169,304,1905,"March 11, 1905",Amending Civil Service Rules to Prohibit Salary Increase of Classified Laborers Without Examination
Theodore Roosevelt,170,305,1905,"March 14, 1905",Authorizing Appointment of Dr. Cyrus Adler as Assistant Secretary in Smithsonian Institution Without Examination
Theodore Roosevelt,171,306,1905,"March 14, 1905",Creating Consultative Board of Architects for Public Buildings in District of Columbia
Theodore Roosevelt,172,307,1905,"March 15, 1905",Authorizing Appointment of Sydnie Kennedy as Chief of Division in Isthmian Canal Service Without Examination
Theodore Roosevelt,173,308,1905,"March 15, 1905",Authorizing Appointment of W. G. Tucker as Clerk in Isthmian Canal Service Without Examination
Theodore Roosevelt,174,309,1905,"March 18, 1905",Authorizing Appointment of Mrs. M. G. Lauxmann as Writer in Coast and Geodetic Survey Without Examination
Theodore Roosevelt,175,310,1905,"March 18, 1905",Compensation of Consultative Board of Architects Prescribed
Theodore Roosevelt,176,310-A,1905,"March 18, 1905",Blank Number in the Official File of Numbered Orders
Theodore Roosevelt,177,310-B,1905,"March 21, 1905",Land Office at Oregon City Transferred to Portland
Theodore Roosevelt,178,310-C,1905,"March 22, 1905",Approved War Sec'y recommendation that certain Minnesota lands be reserved for flowage purposes
Theodore Roosevelt,179,310-D,1905,"March 29, 1905","Certain Lands in Lakeview Land District, Oregon, Transferred to Burns Land District"
Theodore Roosevelt,180,311,1905,"March 27, 1905",Revoked Executive Order 310
Theodore Roosevelt,181,312,1905,"March 28, 1905",Authorizing Appointment of George W. Pitts as Messenger in Post Office Department Without Regard to Civil Service Rules
Theodore Roosevelt,182,313,1905,"March 30, 1905",Amending Civil Service Rules to Make Post Office Department Cashiers and Finance Clerks Subject to Examination
Theodore Roosevelt,183,313-A,1905,"March 31, 1905","Revoked Unnumbered Order of February 9, 1905, which Transferred Office of the Commissioner of Railroads to Dept of Commerce and Labor"
Theodore Roosevelt,184,314,1905,"March 30, 1905",Classifying Certain Laborers Previously Assigned to Classified Work and Forbidding Further Such Assignments
Theodore Roosevelt,185,315,1905,"March 30, 1905",Designating Five Substitute Watchmen in Government Printing Office as Classified under Civil Service Rules
Theodore Roosevelt,186,316,1905,"March 30, 1905",Civil Service Rules Amended to Except Certain Interior Department Positions from Examination
Theodore Roosevelt,187,317,1905,"March 30, 1905","Authorizing Reinstatement of S. F. Scott, Jr., in Post Office Department Without Regard to Civil Service Rules"
Theodore Roosevelt,188,317-A,1905,"April 1, 1905",Reorganization of the Isthmian Canal Commission
Theodore Roosevelt,189,318,1905,"March 31, 1905",Amending Civil Service Rules to Make Certain Bureau of Immigration Positions Subject to Examination
Theodore Roosevelt,190,319,1905,"March 31, 1905","Amending Executive Order of December 31, 1904, Relating to Restrictions on Notarial Fees, to Exclude Oaths of Disinterestedness"
Theodore Roosevelt,191,320,1905,"April 26, 1905",Amending Civil Service Rules to Except Certain Firemen of War Department from Examination
Theodore Roosevelt,192,320-A,1905,"April 26, 1905","Amending Executive Order of August 13, 1902, to Authorize Navy Department to Discharge Men of Messmen Branch who Enlist for Summer Practice Cruises"
Theodore Roosevelt,193,321,1905,"May 1, 1905",Authorizing Transfer of Edward H. Hareford to Forest Assistant in Department of Agriculture Without Regard to Civil Service Rules
Theodore Roosevelt,194,321-A,1905,"May 1, 1905","Abolishing of Ironton Land District, Mo.; Transferred to Springfield Land District"
Theodore Roosevelt,195,321-B,1905,"May 1, 1905","Approving War Secretary Recommendation to Reserve Certain Lands Around Subic Bay, Luzon, Philippine Islands for Military Purposes"
Theodore Roosevelt,196,321-C,1905,"May 1, 1905",Abolishing of Marysville Land District and Transferring to Sacramento Land District
Theodore Roosevelt,197,321-D,1905,"May 1, 1905",Abolishing of Boonville Land District and Transferring to Springfield Land District
Theodore Roosevelt,198,321-E,1905,"May 1, 1905",Establishment of Uintah Land District
Theodore Roosevelt,199,321-F,1905,"May 6, 1905","Abolishing of Akron Land District, Colo., Transferred to Sterling Land District"
Theodore Roosevelt,200,322,1905,"May 12, 1905",Amending Civil Service Rules to Except Certain Law Officers in Bureau of Insular Affairs from Examination
Theodore Roosevelt,201,323,1905,"May 12, 1905",Authorizing Appointment of Carriage Driver for Treasury Secretary Without Examination
Theodore Roosevelt,202,323-A,1905,"May 13, 1905",Placing Administration of Navigation Aids Under Department of Commerce and Labor
Theodore Roosevelt,203,324,1905,"May 15, 1905",Authorizing Appointment of John Ball Osborne as Chief of Bureau of Trade Relations in State Department Without Regard to Civil Service Rules
Theodore Roosevelt,204,324-A,1905,"May 15, 1905","Cancellation of Executive Order 302-A of March 10, 1905, and Reserving Additional Lands in Lieu Of"
Theodore Roosevelt,205,324-B,1905,"May 17, 1905",Executive Order 310-C Amended Eliminate Lands Comprising Homestead Entry of Louis Zeph
Theodore Roosevelt,206,324-C,1905,"May 17, 1905",Approving War Secretary Recommendation to Reserve Seven Tracts of Land in Philippine Islands for Military Purposes
Theodore Roosevelt,207,324-D,1905,"May 17, 1905","Approving War Secretary Recommendation to Reserve Nine Additional Tracts of Land in Jolo, Philippine Islands for Military Purposes"
Theodore Roosevelt,208,324-E,1905,"May 17, 1905","Approving War Secretary Recommendation of May 15, 1905, to Amend Executive Order of June 30, 1904, Changing Borders of Military Reservation at Zamboanga, Mindanao, Philippine Islands"
Theodore Roosevelt,209,325,1905,"May 18, 1905",Authorizing Transfer of Chauncey O. Howard in Bureau of Pensions from Excepted to Non-Excepted Position Without Regard to Civil Service Rules
Theodore Roosevelt,210,325-A,1905,"May 18, 1905",Ordering A Stipulation Be Placed In All Government Contracts Forbidding the Use of Convict Labor
Theodore Roosevelt,211,326,1905,"May 18, 1905","Authorizing Appointment of Certain Positions in the Washington, D. C. Filtration Plant Without Regard to Civil Service Rules"
Theodore Roosevelt,212,327,1905,"May 20, 1905",Authorizing Reinstatement of Eleanor Relyea Without Regard to Civil Service Rules
Theodore Roosevelt,213,328,1905,"May 22, 1905",Authorizing Appointment of William J. Humphreys as Professor of Meteorological Physics in Weather Bureau Without Examination
Theodore Roosevelt,214,328-A,1905,"May 23, 1905","Boundaries of Uintah Land District, Utah, Modified; in Form of Proclamation"
Theodore Roosevelt,215,328-B,1905,"May 24, 1905","Approving Acting War Secretary Recommendation of May 24, 1905 to Reserve 13 Tracts of Described Lands in Alaska for Use by the Signal Corps. United States Army"
Theodore Roosevelt,216,328-C,1905,"June 2, 1905",Prescribing Compensation for Enlisted Men of the Navy Detailed as Ship's Tailors
Theodore Roosevelt,217,329,1905,"June 3, 1905",Authorizing Appointment of Albert C. Muhse as Special Agent in Bureau of Corporations Without Examination
Theodore Roosevelt,218,330,1905,"June 8, 1905",Authorizing Appointment of Five Employees in Isthmian Canal Service Without Regard to Civil Service Rules
Theodore Roosevelt,219,330-A,1905,"June 12, 1905","Approval of War Secretary Recommendation to Reserve Grass Island, Gray's Harbor, Washington, for Military Purposes"
Theodore Roosevelt,220,330-B,1905,"June 12, 1905","Amendment of Executive Order of March 26, 1901, Establishing Limits of Punishment for Enlisted Men of the Army"
Theodore Roosevelt,221,331,1905,"June 13, 1905",Authorizing Appointment of C. H. Chapman as Copyist in General Land Office Without Regard to Civil Service Rules
Theodore Roosevelt,222,332,1905,"June 13, 1905",Amending Civil Service Rules to Allow Promotions to Superintendent in Indian Service Without Examination
Theodore Roosevelt,223,333,1905,"June 13, 1905",Waiving Civil Service Rules and Navy Yard Regulations for Laborers at Naval Hospitals
Theodore Roosevelt,224,334,1905,"June 13, 1905",Amending Civil Service Rules to Except Certain Construction Workers from Examination
Theodore Roosevelt,225,335,1905,"June 24, 1905",Authorizing Appointment of Mary T. Waggaman as Clerk in Bureau of Labor Without Regard to Civil Service Rules
Theodore Roosevelt,226,335-A,1905,"June 24, 1905",Designating Board of Consulting Engineers to Consider Plans for Canal Across Isthmus of Panama
Theodore Roosevelt,227,336,1905,"June 30, 1905",Authorizing Permanent Appointment of James W. Plake as Copyist in Office of Indian Affairs Without Regard to Civil Service Rules
Theodore Roosevelt,228,337,1905,"July 3, 1905",Authorizing Appointment of Charles W. Bell as Finance Clerk in Post-Office Department Without Regard to Civil Service Rules
Theodore Roosevelt,229,337-A,1905,"July 3, 1905",Placing Administration of Navigation Aids for Tutuila and Other Samoan Islands Under Control of the Department of Commerce and Labor
Theodore Roosevelt,230,337-B,1905,"July 3, 1905","Approving Acting War Secretary Recommendation of June 30, 1905 to Reserve Lands in Seward Alaska for Military Telegraph Purposes"
Theodore Roosevelt,231,337-C,1905,"July 7, 1905","Forbidding the Employment of Outside Influence for All Appointments, Transfers, Promotions Etc. of Officers of the Army and Navy"
Theodore Roosevelt,232,338,1905,"July 10, 1905",Authorizing Permanent Appointment of Abram B. Frisbie as Watchman in Interior Department Without Examination
Theodore Roosevelt,233,339,1905,"July 12, 1905","Amending Regulations Governing the Employment of Unskilled Laborers in Federal Offices Outside Washington, D.C."
Theodore Roosevelt,234,340,1905,"July 13, 1905",Authorizing Reinstatement of Frank B. McCown as Clerk in Quartermaster's Department Without Regard to Civil Service Rules
Theodore Roosevelt,235,341,1905,"July 13, 1905",Authorizing Employment of Allen Hazen as Engineer in Washington Filtration Plant for Seven Additional Months
Theodore Roosevelt,236,341-A,1905,"July 15, 1905","Approving Acting War Secretary Recommendation to Remove 28 Acres from Fort Bayard Military Reservation, New Mexico, Erroneously Included in Private Patent"
Theodore Roosevelt,237,341-B,1905,"July 15, 1905","Extending Time and Compensation for James L. Bristow, Special Panama Railroad Commissioner, to Complete Report"
Theodore Roosevelt,238,341-C,1905,"July 19, 1905","Modifying Boundaries of Fort Gibbon Military Reservation, Alaska"
Theodore Roosevelt,239,341-D,1905,"July 19, 1905","Tucson, Arizona, Office of Gila Land District Transferred to Phoenix"
Theodore Roosevelt,240,342,1905,"July 20, 1905",Authorizing Appointment of Henry Summers as Clerk in New York Pension Agency Without Examination
Theodore Roosevelt,241,342-A,1905,"July 20, 1904","Land Office at Prescott Arizona, Arizona Land District, Abolished; Transferred to Phoenix"
Theodore Roosevelt,242,342-B,1905,"July 21, 1905",Approval of Acting Interior Sec'y's Recommendation of July 18 that Certain Utah Lands Be Added to Uintah Indian Reservation Despite Prior Application for State of Utah for Water Rights from Rock Creek
Theodore Roosevelt,243,343,1905,"July 21, 1905",Authorizing Permanent Appointment of Gertrude Weaver as Clerk in Signal Service Without Examination
Theodore Roosevelt,244,343-A,1905,"July 21, 1905","Approval of Acting Interior Sec'y's Recommendation of July 20 That Additional Lands Within the Uintah Indian Reservation, Utah, to Protect Water Rights of the Indians"
Theodore Roosevelt,245,343-B,1905,"July 22, 1905","Approval of Acting War Secretary's Recommendation of July 21, 1905 Concerning Disposition of Fort Shaw Indian School Reservation, Montana"
Theodore Roosevelt,246,343-C,1905,"July 26, 1905","Reserving Certain Described Lands on Revillagigedo Island, Alaska for Use as a Site for a Lighthouse Depot"
Theodore Roosevelt,247,344,1905,"July 27, 1905",Authorizing Employment of Charles W. Spicer in Bureau of the Census Without Examination
